"Regional","Elemento","Rodovia","KM","Largura (m)","Latitude","Longitude"
"DR 01","Acesso","SP 063","61,296","8","-22,965403","-46,516987"
"DR 01","Acesso","SP 036","61,323","2","-23,200482","-46,388925"
"DR 01","Acesso","SP 036","61,769","4","-23,19723","-46,388762"
"DR 01","Acesso","SP 036","61,908","4","-23,197525","-46,390076"
"DR 01","Acesso","SP 354","62,317","4","-23,168651","-46,763988"
"DR 01","Acesso","SP 354","62,763","4","-23,166448","-46,760319"
"DR 01","Acesso","SP 354","62,872","4","-23,165884","-46,759534"
"DR 01","Acesso","SP 354","63,3","4","-23,163392","-46,756309"
"DR 01","Acesso","SP 063","63,561","4,5","-22,979202","-46,503444"
"DR 01","Acesso","SP 036","63,687","4","-23,188501","-46,400927"
"DR 01","Acesso","SP 095","64,272","4,5","-22,710151","-46,957691"
"DR 01","Acesso","SP 354","65,6","4","-23,147216","-46,74443"
"DR 01","Acesso","SP 354","65,798","4","-23,145434","-46,744013"
"DR 01","Acesso","SP 063","65,854","4,5","-22,985299","-46,483269"
"DR 01","Acesso","SP 063","66,411","4,5","-22,98562","-46,478116"
"DR 01","Acesso","SP 063","66,929","4,5","-22,983547","-46,473649"
"DR 01","Acesso","SP 063","67,479","4,5","-22,983902","-46,468313"
"DR 01","Acesso","SP 063","68,258","5","-22,985508","-46,462715"
"DR 01","Acesso","SP 063","68,268","4,5","-22,985629","-46,462726"
"DR 01","Acesso","SP 354","68,601","4","-23,122684","-46,732927"
"DR 01","Acesso","SP 354","68,67","4","-23,122357","-46,732356"
"DR 01","Acesso","SP 354","68,68","4","-23,122289","-46,732293"
"DR 01","Acesso","SP 063","68,723","4,5","-22,988521","-46,459755"
"DR 01","Acesso","SP 008","68,874","8","-23,094055","-46,561748"
"DR 01","Acesso","SP 354","69,089","4","-23,119563","-46,729558"
"DR 01","Acesso","SP 354","69,109","4","-23,119454","-46,729438"
"DR 01","Acesso","SP 063","69,64","4,5","-22,995701","-46,455681"
"DR 01","Acesso","SP 008","69,983","4,5","-23,084975","-46,562668"
"DR 01","Acesso","SP 008","70,002","4,5","-23,08479","-46,562529"
"DR 01","Acesso","SP 008","70,022","4,5","-23,084553","-46,562538"
"DR 01","Acesso","SP 063","70,123","4,5","-22,998618","-46,45276"
"DR 01","Acesso","SP 008","70,293","4,5","-23,082844","-46,562191"
"DR 01","Acesso","SP 354","70,335","4","-23,110013","-46,723817"
"DR 01","Acesso","SP 063","70,384","5","-23,000065","-46,450899"
"DR 01","Acesso","SP 008","70,446","4,5","-23,082169","-46,560837"
"DR 01","Acesso","SP 063","71,096","10","-23,005356","-46,446845"
"DR 01","Acesso","SP 063","72,034","5","-23,013003","-46,444442"
"DR 01","Acesso","SP 063","72,51","5","-23,015267","-46,440452"
"DR 01","Acesso","SP 063","72,648","4,5","-23,0157","-46,439192"
"DR 01","Acesso","SP 063","73,074","8","-23,019233","-46,437948"
"DR 01","Acesso","SP 354","73,419","4","-23,084473","-46,713535"
"DR 01","Acesso","SP 063","73,751","4,5","-23,024363","-46,438068"
"DR 01","Acesso","SP 354","73,796","4","-23,083188","-46,710119"
"DR 01","Acesso","SP 008","73,966","2","-23,058127","-46,572196"
"DR 01","Acesso","SP 063","74,029","4,5","-23,025866","-46,435879"
"DR 01","Acesso","SP 063","74,059","4,5","-23,025969","-46,435585"
"DR 01","Acesso","SP 332","74,166","4","-23,116591","-46,940118"
"DR 01","Acesso","SP 354","74,196","4","-23,081512","-46,706631"
"DR 01","Acesso","SP 008","74,198","2","-23,056283","-46,571389"
"DR 01","Acesso","SP 354","74,216","4","-23,081454","-46,706436"
"DR 01","Acesso","SP 008","74,288","2","-23,055566","-46,570843"
"DR 01","Acesso","SP 063","74,32","8","-23,026879","-46,433447"
"DR 01","Acesso","SP 008","74,463","2","-23,054331","-46,56993"
"DR 01","Acesso","SP 332","74,509","4","-23,113694","-46,941376"
"DR 01","Acesso","SP 332","74,787","4","-23,111305","-46,942156"
"DR 01","Acesso","SP 063","74,932","5","-23,031374","-46,430492"
"DR 01","Acesso","SP 008","74,987","4","-23,050214","-46,567385"
"DR 01","Acesso","SP 354","75,08","4","-23,07772","-46,699362"
"DR 01","Acesso","SP 332","75,402","4","-23,105857","-46,942985"
"DR 01","Acesso","SP 063","75,738","4,5","-23,035297","-46,424739"
"DR 01","Acesso","SP 354","75,81","4","-23,073672","-46,693997"
"DR 01","Acesso","SP 354","75,928","4","-23,073398","-46,692835"
"DR 01","Acesso","SP 008","76,184","4","-23,041972","-46,560973"
"DR 01","Acesso","SP 354","76,35","4","-23,072126","-46,688922"
"DR 01","Acesso","SP 354","76,38","4","-23,071847","-46,68879"
"DR 01","Acesso","SP 324","76,691","10","-23,061873","-46,997344"
"DR 01","Acesso","SP 354","76,933","4","-23,068186","-46,685227"
"DR 01","Acesso","SP 354","76,963","4","-23,067915","-46,685109"
"DR 01","Acesso","SP 036","77,046","4,5","-23,112606","-46,476688"
"DR 01","Acesso","SP 063","77,099","4,5","-23,038798","-46,413435"
"DR 01","Acesso","SP 354","77,209","4","-23,065738","-46,684491"
"DR 01","Acesso","SP 008","77,264","4,5","-23,035575","-46,553319"
"DR 01","Acesso","SP 008","77,391","4,5","-23,034995","-46,55225"
"DR 01","Acesso","SP 008","77,391","4,5","-23,034882","-46,552277"
"DR 01","Acesso","SP 036","77,582","8","-23,110695","-46,471821"
"DR 01","Acesso","SP 036","77,632","10","-23,110483","-46,471384"
"DR 01","Acesso","SP 036","77,681","10","-23,110131","-46,471111"
"DR 01","Acesso","SP 354","77,703","4","-23,061804","-46,682352"
"DR 01","Acesso","SP 063","77,729","4,5","-23,040843","-46,408237"
"DR 01","Acesso","SP 036","77,831","8","-23,109606","-46,469705"
"DR 01","Acesso","SP 063","77,847","4,5","-23,041342","-46,407163"
"DR 01","Acesso","SP 063","78,093","4,5","-23,042367","-46,404956"
"DR 01","Acesso","SP 354","78,224","4","-23,057511","-46,680279"
"DR 01","Acesso","SP 063","78,299","4,5","-23,042602","-46,402977"
"DR 01","Acesso","SP 354","78,303","4","-23,056762","-46,680036"
"DR 01","Acesso","SP 008","78,392","4,5","-23,032553","-46,543259"
"DR 01","Acesso","SP 036","78,409","8","-23,106967","-46,46485"
"DR 01","Acesso","SP 354","78,47","4","-23,055552","-46,679108"
"DR 01","Acesso","SP 354","78,49","4","-23,055429","-46,679039"
"DR 01","Acesso","SP 036","78,698","7","-23,105569","-46,462448"
"DR 01","Acesso","SP 008","78,908","4,5","-23,029738","-46,539372"
"DR 01","Acesso","SP 036","78,918","4,5","-23,104633","-46,46052"
"DR 01","Acesso","SP 008","79,032","4,5","-23,028842","-46,538707"
"DR 01","Acesso","SP 008","79,041","4,5","-23,02871","-46,538628"
"DR 01","Acesso","SP 036","79,087","4,5","-23,10408","-46,459033"
"DR 01","Acesso","SP 036","79,177","4,5","-23,10356","-46,458311"
"DR 01","Acesso","SP 063","79,316","4,5","-23,048336","-46,398105"
"DR 01","Acesso","SP 008","79,317","4,5","-23,026975","-46,536821"
"DR 01","Acesso","SP 036","79,407","5","-23,102627","-46,456338"
"DR 01","Acesso","SP 036","79,417","8","-23,102723","-46,456199"
"DR 01","Acesso","SP 036","79,467","4,5","-23,102341","-46,455755"
"DR 01","Acesso","SP 063","79,553","4,5","-23,05043","-46,397424"
"DR 01","Acesso","SP 063","80,02","4,5","-23,054541","-46,396651"
"DR 01","Acesso","SP 036","80,157","4,5","-23,099489","-46,449839"
"DR 01","Acesso","SP 332","80,203","5","-23,070648","-46,95169"
"DR 01","Acesso","SP 036","80,236","4,5","-23,099169","-46,449154"
"DR 01","Acesso","SP 008","80,38","10","-23,018805","-46,531852"
"DR 01","Acesso","SP 324","80,561","8","-23,058631","-47,034237"
"DR 01","Acesso","SP 324","80,776","8","-23,059009","-47,036305"
"DR 01","Acesso","SP 036","80,856","4,5","-23,096658","-46,44371"
"DR 01","Acesso","SP 036","80,866","5","-23,096517","-46,443691"
"DR 01","Acesso","SP 332","81,209","4,5","-23,06215","-46,949177"
"DR 01","Acesso","SP 332","81,209","4,5","-23,062196","-46,949358"
"DR 01","Acesso","SP 332","81,436","10","-23,060292","-46,950136"
"DR 01","Acesso","SP 332","81,455","4,5","-23,06027","-46,950339"
"DR 01","Acesso","SP 008","81,495","10","-23,012283","-46,526173"
"DR 01","Acesso","SP 036","81,917","4,5","-23,0936","-46,434023"
"DR 01","Acesso","SP 332","82,059","4,5","-23,055498","-46,953141"
"DR 01","Acesso","SP 332","82,156","8","-23,054837","-46,953819"
"DR 01","Acesso","SP 036","82,176","8","-23,093537","-46,431442"
"DR 01","Acesso","SP 036","82,196","8","-23,093536","-46,431307"
"DR 01","Acesso","SP 324","82,257","8","-23,053476","-47,049266"
"DR 01","Acesso","SP 332","82,264","4,5","-23,054539","-46,954789"
"DR 01","Acesso","SP 332","82,294","5","-23,054445","-46,955038"
"DR 01","Acesso","SP 324","82,297","5","-23,053195","-47,049668"
"DR 01","Acesso","SP 332","82,333","5","-23,054148","-46,955303"
"DR 01","Acesso","SP 332","82,393","4,5","-23,05404","-46,955921"
"DR 01","Acesso","SP 332","82,522","4,5","-23,053372","-46,956972"
"DR 01","Acesso","SP 063","82,586","4,5","-23,050767","-46,378381"
"DR 01","Acesso","SP 008","82,611","10","-23,005215","-46,531724"
"DR 01","Acesso","SP 324","82,612","4,5","-23,05303","-47,052713"
"DR 01","Acesso","SP 324","82,661","6","-23,053084","-47,053188"
"DR 01","Acesso","SP 063","83,048","4,5","-23,050077","-46,373873"
"DR 01","Acesso","SP 036","83,17","5","-23,091037","-46,422223"
"DR 01","Acesso","SP 332","83,331","4,5","-23,050823","-46,964091"
"DR 01","Acesso","SP 063","83,358","4,5","-23,0516","-46,371428"
"DR 01","Acesso","SP 036","83,618","4,5","-23,089679","-46,418036"
"DR 01","Acesso","SP 332","84,258","5","-23,047222","-46,969868"
"DR 01","Acesso","SP 036","84,328","4,5","-23,086652","-46,412028"
"DR 01","Acesso","SP 332","84,406","8","-23,045966","-46,970003"
"DR 01","Acesso","SP 036","84,436","4,5","-23,086021","-46,411254"
"DR 01","Acesso","SP 036","84,465","4,5","-23,085851","-46,411045"
"DR 01","Acesso","SP 036","84,485","4,5","-23,085846","-46,41081"
"DR 01","Acesso","SP 324","84,556","4,5","-23,051901","-47,071237"
"DR 01","Acesso","SP 324","85,263","8","-23,050507","-47,077929"
"DR 01","Acesso","SP 324","85,292","8","-23,050581","-47,078295"
"DR 01","Acesso","SP 324","85,312","8","-23,050549","-47,078469"
"DR 01","Acesso","SP 036","85,755","4,5","-23,081481","-46,399439"
"DR 01","Acesso","SP 324","86,135","8","-23,049047","-47,086294"
"DR 01","Acesso","SP 036","86,251","4,5","-23,078556","-46,395781"
"DR 01","Acesso","SP 036","86,471","5","-23,077118","-46,394319"
"DR 01","Acesso","SP 036","87,279","4,5","-23,07189","-46,388852"
"DR 01","Acesso","SP 036","87,88","4,5","-23,070683","-46,383208"
"DR 01","Acesso","SP 036","87,9","4,5","-23,07082","-46,382999"
"DR 01","Acesso","SP 324","88,35","12","-23,043725","-47,106887"
"DR 01","Acesso","SP 036","88,989","5","-23,065479","-46,374323"
"DR 01","Acesso","SP 324","89,223","12","-23,039649","-47,114097"
"DR 01","Acesso","SP 324","89,375","10","-23,038568","-47,115051"
"DR 01","Acesso","SP 324","89,444","5","-23,038237","-47,115567"
"DR 01","Acesso","SP 324","89,503","8","-23,037751","-47,115861"
"DR 01","Acesso","SP 360","89,692","8","-22,978603","-46,836623"
"DR 01","Acesso","SP 360","89,808","8","-22,977755","-46,837202"
"DR 01","Acesso","SP 036","89,813","10","-23,060307","-46,368481"
"DR 01","Acesso","SP 324","89,91","8","-23,035041","-47,118493"
"DR 01","Acesso","SP 324","89,91","10","-23,035069","-47,118631"
"DR 01","Acesso","SP 324","90,148","8","-23,033389","-47,120092"
"DR 01","Acesso","SP 324","90,238","10","-23,0328","-47,12067"
"DR 01","Acesso","SP 324","90,499","10","-23,030956","-47,122179"
"DR 01","Acesso","SP 324","90,577","8","-23,030189","-47,122083"
"DR 01","Acesso","SP 324","90,617","8","-23,029866","-47,122169"
"DR 01","Acesso","SP 324","90,676","8","-23,029289","-47,121939"
"DR 01","Acesso","SP 332","90,721","4,5","-23,008725","-47,003079"
"DR 01","Acesso","SP 324","90,745","8","-23,028735","-47,122034"
"DR 01","Acesso","SP 324","90,765","8","-23,028493","-47,121885"
"DR 01","Acesso","SP 324","90,846","10","-23,02782","-47,122069"
"DR 01","Acesso","SP 332","91,007","4,5","-23,00651","-47,001929"
"DR 01","Acesso","SP 332","91,045","4,5","-23,006162","-47,00188"
"DR 01","Acesso","SP 332","91,14","5","-23,005392","-47,00164"
"DR 01","Acesso","SP 360","91,288","8","-22,972359","-46,824503"
"DR 01","Acesso","SP 332","91,336","4,5","-23,003976","-47,002646"
"DR 01","Acesso","SP 008","93,309","7","-22,926776","-46,553724"
"DR 01","Acesso","SP 008","93,329","7","-22,926667","-46,553676"
"DR 01","Acesso","SP 008","93,529","10","-22,924933","-46,553158"
"DR 01","Acesso","SP 008","94,079","8","-22,920468","-46,55084"
"DR 01","Acesso","SP 360","94,169","8","-22,948801","-46,816348"
"DR 01","Acesso","SP 008","94,185","4","-22,919493","-46,550693"
"DR 01","Acesso","SP 008","94,29","8","-22,918711","-46,550088"
"DR 01","Acesso","SP 008","94,308","8","-22,918572","-46,550021"
"DR 01","Acesso","SP 360","94,913","8","-22,945037","-46,810833"
"DR 01","Acesso","SP 036","95,026","4,5","-23,042617","-46,336442"
"DR 01","Acesso","SP 036","96,227","4,5","-23,034741","-46,337692"
"DR 01","Acesso","SP 332","96,425","5","-22,973252","-47,030425"
"DR 01","Acesso","SP 036","96,46","4,5","-23,034622","-46,339923"
"DR 01","Acesso","SP 360","96,552","8","-22,937278","-46,798013"
"DR 01","Acesso","SP 036","96,95","4,5","-23,031625","-46,338735"
"DR 01","Acesso","SP 036","97,059","4,5","-23,030651","-46,338526"
"DR 01","Acesso","SP 036","97,258","4,5","-23,0289","-46,338512"
"DR 01","Acesso","SP 036","98,531","4,5","-23,018346","-46,336736"
"DR 01","Acesso","SP 360","98,76","4,5","-22,922997","-46,78814"
"DR 01","Acesso","SP 008","99,687","4,5","-22,873306","-46,533872"
"DR 01","Acesso","SP 360","100,307","4,5","-22,912229","-46,784768"
"DR 01","Acesso","SP 036","100,645","8","-23,000785","-46,330621"
"DR 01","Acesso","SP 008","100,646","4,5","-22,865153","-46,536886"
"DR 01","Acesso","SP 008","101,94","4,5","-22,855673","-46,543404"
"DR 01","Acesso","SP 036","102,242","4,5","-22,989883","-46,325879"
"DR 01","Acesso","SP 008","102,501","4,5","-22,850832","-46,544839"
"DR 01","Acesso","SP 008","102,511","4,5","-22,850726","-46,544904"
"DR 01","Acesso","SP 008","103,505","4,5","-22,843447","-46,549831"
"DR 01","Acesso","SP 008","103,658","4,5","-22,842114","-46,550294"
"DR 01","Acesso","SP 008","104,144","10","-22,838096","-46,552088"
"DR 01","Acesso","SP 036","104,665","5","-22,978726","-46,320972"
"DR 01","Acesso","SP 036","105,965","4,5","-22,97201","-46,318355"
"DR 01","Acesso","SP 360","105,986","8","-22,86715","-46,790546"
"DR 01","Acesso","SP 036","106,106","4,5","-22,971357","-46,317554"
"DR 01","Acesso","SP 360","106,133","8","-22,865922","-46,790181"
"DR 01","Acesso","SP 360","106,356","12","-22,86394","-46,789755"
"DR 01","Acesso","SP 360","106,395","4,5","-22,863626","-46,789483"
"DR 01","Acesso","SP 360","107,327","4,5","-22,857731","-46,784661"
"DR 01","Acesso","SP 360","107,955","8","-22,852338","-46,784377"
"DR 01","Acesso","SP 036","108,126","4,5","-22,966074","-46,318362"
"DR 01","Acesso","SP 360","108,313","4","-22,849903","-46,782055"
"DR 01","Acesso","SP 008","108,621","7","-22,806899","-46,551844"
"DR 01","Acesso","SP 008","108,631","7","-22,806756","-46,551823"
"DR 01","Acesso","SP 036","108,675","5","-22,963094","-46,31568"
"DR 01","Acesso","SP 008","108,828","7","-22,805641","-46,553274"
"DR 01","Acesso","SP 036","109,083","8","-22,963155","-46,31213"
"DR 01","Acesso","SP 008","109,281","12","-22,801954","-46,55479"
"DR 01","Acesso","SP 008","109,84","9","-22,79693","-46,555009"
"DR 01","Acesso","SP 008","111,227","6","-22,785861","-46,559856"
"DR 01","Acesso","SP 036","111,665","4,5","-22,955086","-46,301112"
"DR 01","Acesso","SP 008","111,914","2","-22,780782","-46,563351"
"DR 01","Acesso","SP 008","111,914","4","-22,780867","-46,563484"
"DR 01","Acesso","SP 008","112,654","4","-22,774348","-46,562506"
"DR 01","Acesso","SP 008","113,487","2","-22,76856","-46,557679"
"DR 01","Acesso","SP 360","113,638","2","-22,812379","-46,755499"
"DR 01","Acesso","SP 008","113,703","2","-22,76677","-46,558247"
"DR 01","Acesso","SP 036","113,867","4,5","-22,945845","-46,293039"
"DR 01","Acesso","SP 008","113,892","4","-22,765203","-46,559191"
"DR 01","Acesso","SP 036","114,095","4,5","-22,943869","-46,29259"
"DR 01","Acesso","SP 008","114,851","4","-22,756639","-46,559196"
"DR 01","Acesso","SP 008","114,95","4","-22,755697","-46,559385"
"DR 01","Acesso","SP 008","115,448","4","-22,751906","-46,56022"
"DR 01","Acesso","SP 008","116,266","2","-22,745652","-46,563353"
"DR 01","Acesso","SP 008","116,423","2","-22,744232","-46,563423"
"DR 01","Acesso","SP 008","116,488","2","-22,743602","-46,563578"
"DR 01","Acesso","SP 008","116,877","2","-22,740164","-46,563704"
"DR 01","Acesso","SP 008","117,309","4","-22,736306","-46,564121"
"DR 01","Acesso","SP 008","117,408","2","-22,735471","-46,564303"
"DR 01","Acesso","SP 008","117,519","2","-22,734448","-46,564494"
"DR 01","Acesso","SP 008","117,547","2","-22,734145","-46,564431"
"DR 01","Acesso","SP 008","117,584","2","-22,733837","-46,564567"
"DR 01","Acesso","SP 360","117,619","4","-22,786109","-46,752503"
"DR 01","Acesso","SP 008","117,752","2","-22,732924","-46,565802"
"DR 01","Acesso","SP 008","117,869","2","-22,731975","-46,566483"
"DR 01","Acesso","SP 008","118,098","2","-22,729965","-46,566572"
"DR 01","Acesso","SP 008","118,314","2","-22,728058","-46,56703"
"DR 01","Acesso","SP 008","118,451","4","-22,726811","-46,567012"
"DR 01","Acesso","SP 008","118,46","2","-22,726735","-46,566819"
"DR 01","Acesso","SP 008","118,562","2","-22,725894","-46,566612"
"DR 01","Acesso","SP 008","118,657","2","-22,724992","-46,56638"
"DR 01","Acesso","SP 008","118,954","2","-22,722422","-46,565723"
"DR 01","Acesso","SP 008","119,219","5","-22,720124","-46,564852"
"DR 01","Acesso","SP 008","119,343","5","-22,719252","-46,564148"
"DR 01","Acesso","SP 008","119,386","4,5","-22,718939","-46,563973"
"DR 01","Acesso","SP 008","119,747","4,5","-22,715762","-46,564293"
"DR 01","Acesso","SP 008","119,877","4,5","-22,714566","-46,564333"
"DR 01","Acesso","SP 360","119,983","4","-22,773938","-46,764483"
"DR 01","Acesso","SP 360","120,08","4","-22,773101","-46,76423"
"DR 01","Acesso","SP 008","120,136","4,5","-22,712344","-46,564907"
"DR 01","Acesso","SP 360","120,678","4","-22,767838","-46,763048"
"DR 01","Acesso","SP 360","120,707","4","-22,767622","-46,762967"
"DR 01","Acesso","SP 008","121,489","4,5","-22,700358","-46,564027"
"DR 01","Acesso","SP 008","121,508","6","-22,700253","-46,564205"
"DR 01","Acesso","SP 008","121,912","4,5","-22,696829","-46,565635"
"DR 01","Acesso","SP 008","122,1","4,5","-22,695258","-46,566247"
"DR 01","Acesso","SP 008","122,15","4,5","-22,694895","-46,56635"
"DR 01","Acesso","SP 008","122,537","5","-22,691454","-46,567011"
"DR 01","Acesso","SP 008","122,567","4,5","-22,691228","-46,567193"
"DR 01","Acesso","SP 008","123,594","8","-22,682936","-46,566803"
"DR 01","Acesso","SP 008","124,57","8","-22,675751","-46,561546"
"DR 01","Acesso","SP 008","125,427","8","-22,6691","-46,557203"
"DR 01","Acesso","SP 008","126,511","4,5","-22,663339","-46,549841"
"DR 01","Acesso","SP 008","126,57","4,5","-22,66315","-46,549278"
"DR 01","Acesso","SP 008","127,079","4,5","-22,661168","-46,544864"
"DR 01","Acesso","SP 008","127,306","4,5","-22,65929","-46,544085"
"DR 01","Acesso","SP 008","127,375","4,5","-22,658607","-46,544142"
"DR 01","Acesso","SP 008","127,679","4,5","-22,655907","-46,544805"
"DR 01","Acesso","SP 008","128,608","4,5","-22,648677","-46,54038"
"DR 01","Acesso","SP 008","128,793","5","-22,647321","-46,539339"
"DR 01","Acesso","SP 008","129,314","5","-22,64283","-46,537852"
"DR 01","Acesso","SP 008","129,383","5","-22,642255","-46,537845"
"DR 01","Acesso","SP 008","130,159","4,5","-22,63577","-46,535167"
"DR 01","Acesso","SP 008","130,561","4,5","-22,632384","-46,533864"
"DR 01","Acesso","SP 008","131,043","5","-22,628184","-46,534302"
"DR 01","Acesso","SP 008","131,311","8","-22,625747","-46,534429"
"DR 01","Acesso","SP 008","131,401","4,5","-22,624956","-46,534423"
