"Regional","Elemento","Rodovia","KM inicial","KM final","Tipo","Extensão (m)","Latitude","Longitude"
"DR 06","OAE","SPA 046/125","3,3","3,31","Ponte","10",,
"DR 06","OAE","SPA 046/125","3,3","3,31","Ponte","10",,
"DR 06","OAE","SPA 046/125","8,174","8,184","Ponte","10",,
"DR 06","OAE","SPA 046/125","8,174","8,184","Ponte","10",,
"DR 06","OAE","SPA 046/125","9,445","9,454","Ponte","9",,
"DR 06","OAE","SPA 046/125","12,435","12,445","Ponte","10",,
"DR 06","OAE","SPA 046/125","12,989","12,998","Ponte","9",,
"DR 06","OAE","SPA 046/125","13,273","13,283","Ponte","10",,
"DR 06","OAE","SPA 046/125","14,576","14,586","Ponte","10",,
"DR 06","OAE","SPA 046/125","19,678","19,688","Ponte","10",,
"DR 06","OAE","SPA 046/125","22,445","22,455","Ponte","10",,
"DR 06","OAE","SPA 046/125","28,848","28,894","Ponte","46",,
"DR 06","OAE","SPA 046/125","31,176","31,195","Ponte","19",,
"DR 06","OAE","SPA 046/125","31,394","31,403","Ponte","9",,
"DR 06","OAE","SPA 074/048","2,257","2,33","Ponte","73",,
"DR 06","OAE","SPA 085/060","0","0,045","Viaduto","45",,
"DR 06","OAE","SPA 085/060","1,017","1,052","Viaduto","35",,
"DR 06","OAE","SPA 092/060","4,899","4,928","Ponte","29",,
"DR 06","OAE","SPA 099/060","0","0,066","Viaduto","66",,
"DR 06","OAE","SPA 110/062","2,557","2,759","Ponte","202",,
"DR 06","OAE","SPA 143/062","0,723","0,742","Ponte","19",,
"DR 06","OAE","SPA 162/050","0,099","0,108","Ponte","9",,
"DR 06","OAE","SPA 166/042","0,225","0,254","Ponte","29",,
"DR 06","OAE","SPA 166/042","4,088","4,097","Ponte","9",,
"DR 06","OAE","SPA 166/042","5,7","5,719","Ponte","19",,
"DR 06","OAE","SPA 220/052","2,118","2,128","Ponte","10",,
"DR 06","OAE","SPA 244/068","0,098","0,107","Ponte","9",,
"DR 07","OAE","SP 225","323,385","323,505","Ponte","120",,
"DR 07","OAE","SP 225","324,033","324,062","Viaduto","29",,
"DR 07","OAE","SP 225","339,022","339,042","Viaduto","20",,
"DR 07","OAE","SP 225","340,529","340,549","Ponte","20",,
"DR 07","OAE","SP 245","15,239","15,257","Ponte","18",,
"DR 07","OAE","SP 245","17,48","17,497","Ponte","17",,
"DR 07","OAE","SP 249","169,292","169,402","Ponte","110",,
"DR 07","OAE","SP 249","198,233","198,545","Ponte","312",,
"DR 07","OAE","SP 261","10,55","10,723","Ponte","173",,
"DR 07","OAE","SP 261","19,669","19,684","Ponte","15",,
"DR 07","OAE","SP 261","29,962","29,973","Ponte","11",,
"DR 07","OAE","SP 261","32,972","33,001","Ponte","29",,
"DR 07","OAE","SP 261","51,895","51,943","Ponte","48",,
"DR 07","OAE","SP 261","65,317","65,334","Ponte","17",,
"DR 07","OAE","SP 261","73,465","73,482","Ponte","17",,
"DR 07","OAE","SP 266","428,965","428,983","Viaduto","18",,
"DR 07","OAE","SP 266","471,166","471,195","Ponte","29",,
"DR 07","OAE","SP 270","295,39","295,45","Ponte","60",,
"DR 07","OAE","SP 270","309,405","309,405","Viaduto","0",,
"DR 07","OAE","SP 270","313,714","313,714","Ponte","0",,
"DR 07","OAE","SP 270","315,695","315,705","Viaduto","10",,
"DR 07","OAE","SP 270","321,296","321,425","Ponte","129",,
"DR 07","OAE","SP 270","323,093","323,11","Viaduto","17",,
"DR 07","OAE","SP 270","335,095","335,125","Viaduto","30",,
"DR 07","OAE","SP 270","348,424","348,444","Viaduto","20",,
"DR 07","OAE","SP 270","349,717","349,737","Ponte","20",,
"DR 07","OAE","SP 270","358,732","358,732","Viaduto","0",,
"DR 07","OAE","SP 270","373,572","373,582","Viaduto","10",,
"DR 07","OAE","SP 270","375,575","375,575","Passarela","Não se aplica*","-22,979333","-49,858477"
"DR 07","OAE","SP 270","375,823","375,823","Viaduto","0",,
"DR 07","OAE","SP 270","377,035","377,035","Passarela","Não se aplica*","-22,967344","-49,864142"
"DR 07","OAE","SP 270","381,431","381,549","Ponte","118",,
"DR 07","OAE","SP 278","372,855","372,864","Viaduto","9",,
"DR 07","OAE","SP 278","372,977","372,987","Viaduto","10",,
"DR 07","OAE","SP 278","379,378","379,427","Ponte","49",,
"DR 07","OAE","SP 287","2,874","2,914","Ponte","40",,
"DR 07","OAE","SP 287","3,043","3,073","Ponte","30",,
"DR 07","OAE","SP 287","18,108","18,133","Viaduto","25",,
"DR 07","OAE","SP 287","23,143","23,181","Ponte","38",,
"DR 07","OAE","SP 287","30,305","30,315","Viaduto","10",,
"DR 07","OAE","SP 287","59,04","59,07","Viaduto","30",,
"DR 07","OAE","SP 287","59,05","59,09","Viaduto","40",,
"DR 07","OAE","SP 303","29,672","29,999","Ponte","327",,
"DR 07","OAE","SP 333","402,607","402,627","Viaduto","20",,
"DR 07","OAE","SP 349","9,537","9,566","Viaduto","29",,
"DR 07","OAE","SP 349","10,475","10,484","Ponte","9",,
"DR 07","OAE","SP 349","25,082","25,093","Ponte","11",,
"DR 07","OAE","SP 349","27,221","27,231","Ponte","10",,
"DR 07","OAE","SP 375","0,01","0,09","Ponte","80",,
"DR 07","OAE","SP 375","16,94","16,959","Viaduto","19",,
"DR 07","OAE","SP 375","22,405","22,405","Viaduto","0",,
"DR 07","OAE","SP 383","4,053","4,063","Ponte","10",,
"DR 07","OAE","SP 383","13,416","13,466","Ponte","50",,
"DR 07","OAE","SP 383","25,12","25,15","Ponte","30",,
"DR 07","OAE","SP 383","29,312","29,352","Ponte","40",,
"DR 07","OAE","SP 421","1,475","1,495","Ponte","20",,
"DR 07","OAE","SP 421","8,685","8,7","Ponte","15",,
"DR 07","OAE","SP 421","11,622","11,637","Ponte","15",,
"DR 07","OAE","SP 421","14,598","14,627","Ponte","29",,
"DR 07","OAE","SP 421","16,447","16,46","Ponte","13",,
"DR 07","OAE","SP 421","36,1","36,112","Ponte","12",,
"DR 07","OAE","SP 421","44,083","44,103","Ponte","20",,
"DR 07","OAE","SP 421","45,29","45,306","Ponte","16",,
"DR 07","OAE","SP 421","47,394","47,434","Ponte","40",,
"DR 07","OAE","SP 421","51,603","51,643","Viaduto","40",,
"DR 07","OAE","SP 421","61,406","61,416","Ponte","10",,
"DR 07","OAE","SP 421","78,798","78,809","Ponte","11",,
"DR 07","OAE","SP 421","84,029","84,049","Ponte","20",,
"DR 07","OAE","SP 425","350,437","350,446","Ponte","9",,
"DR 07","OAE","SP 437","0","0,029","Viaduto","29",,
"DR 07","OAE","SP 437","0","0,049","Viaduto","49",,
"DR 07","OAE","SP 457","87,34","87,518","Ponte","178",,
"DR 07","OAE","SP 457","102,216","102,216","Ponte","0",,
"DR 07","OAE","SPA 005/287","0,82","0,829","Ponte","9",,
"DR 07","OAE","SPA 005/287","3,21","3,229","Ponte","19",,
"DR 07","OAE","SPA 287/387","2,373","2,385","Ponte","12",,
"DR 07","OAE","SPA 287/387","2,583","2,595","Ponte","12",,
"DR 07","OAE","SPA 326/270","1,49","1,499","Ponte","9",,
"DR 07","OAE","SPA 327/387","18,683","18,703","Ponte","20",,
"DR 07","OAE","SPA 442/266","4,417","4,435","Ponte","18",,
"DR 07","OAE","SPI 460/266","14,998","15,024","Viaduto","26",,
"DR 08","OAE","SP 253","129,66","129,69","Viaduto","30",,
"DR 08","OAE","SP 253","142","142,03","Viaduto","30",,
"DR 08","OAE","SP 253","173,338","173,338","Viaduto","0",,
"DR 08","OAE","SP 253","174,803","174,816","Ponte","13",,
"DR 08","OAE","SP 253","191,869","191,88","Ponte","11",,
"DR 08","OAE","SP 253","202,643","202,653","Viaduto","10",,
"DR 08","OAE","SP 253","203,032","203,081","Viaduto","49",,
"DR 08","OAE","SP 253","203,705","203,855","Ponte","150",,
"DR 08","OAE","SP 270","375,575","375,575","Passarela","Não se aplica*","-22,979333","-49,858477"
"DR 08","OAE","SP 270","377,035","377,035","Passarela","Não se aplica*","-22,967344","-49,864142"
"DR 08","OAE","SP 271","1,986","2,005","Ponte","19",,
"DR 08","OAE","SP 271","13,021","13,054","Viaduto","33",,
"DR 08","OAE","SP 271","14,011","14,023","Ponte","12",,
"DR 08","OAE","SP 271","16,367","16,387","Ponte","20",,
"DR 08","OAE","SP 291","0","0,019","Viaduto","19",,
"DR 08","OAE","SP 291","17,419","17,469","Ponte","50",,
"DR 08","OAE","SP 291","17,705","17,719","Ponte","14",,
"DR 08","OAE","SP 328","239,687","239,704","Ponte","17",,
"DR 08","OAE","SP 328","239,803","239,813","Ponte","10",,
"DR 08","OAE","SP 328","239,906","239,933","Ponte","27",,
"DR 08","OAE","SP 328","254,458","254,468","Ponte","10",,
"DR 08","OAE","SP 328","340,927","341,046","Ponte","119",,
"DR 08","OAE","SP 328","342,485","342,514","Ponte","29",,
"DR 08","OAE","SP 328","348,195","348,203","Ponte","8",,
"DR 08","OAE","SP 328","353,04","353,056","Ponte","16",,
"DR 08","OAE","SP 328","365,933","365,943","Ponte","10",,
"DR 08","OAE","SP 328","373,644","373,654","Ponte","10",,
"DR 08","OAE","SP 328","388,241","388,269","Ponte","28",,
"DR 08","OAE","SP 333","16,625","16,643","Ponte","18",,
"DR 08","OAE","SP 333","20,657","20,772","Ponte","115",,
"DR 08","OAE","SP 333","25,15","25,15","Viaduto","0",,
"DR 08","OAE","SP 333","30,005","30,035","Viaduto","30",,
"DR 08","OAE","SP 333","32,238","32,248","Viaduto","10",,
"DR 08","OAE","SP 333","37,287","37,307","Viaduto","20",,
"DR 08","OAE","SP 333","37,297","37,326","Viaduto","29",,
"DR 08","OAE","SP 333","38,338","38,338","Viaduto","0",,
"DR 08","OAE","SP 333","40,202","40,232","Viaduto","30",,
"DR 08","OAE","SP 333","40,222","40,242","Viaduto","20",,
"DR 08","OAE","SP 333","42,282","42,282","Viaduto","0",,
"DR 08","OAE","SP 333","42,282","42,282","Viaduto","0",,
"DR 08","OAE","SP 333","42,282","42,291","Viaduto","9",,
"DR 08","OAE","SP 333","44,453","44,453","Viaduto","0",,
"DR 08","OAE","SP 333","44,972","45,032","Ponte","60",,
"DR 08","OAE","SP 333","46,792","46,832","Viaduto","40",,
"DR 08","OAE","SP 333","47,172","47,172","Viaduto","0",,
"DR 08","OAE","SP 333","51,734","51,754","Viaduto","20",,
"DR 08","OAE","SP 333","51,754","51,764","Viaduto","10",,
"DR 08","OAE","SP 333","54,575","54,575","Viaduto","0",,
"DR 08","OAE","SP 333","55,322","55,392","Viaduto","70",,
"DR 08","OAE","SP 334","407,392","407,392","Viaduto","0",,
"DR 08","OAE","SP 334","411,982","412,011","Viaduto","29",,
"DR 08","OAE","SP 334","411,992","412,021","Viaduto","29",,
"DR 08","OAE","SP 334","414,364","414,364","Viaduto","0",,
"DR 08","OAE","SP 334","420,305","420,305","Viaduto","0",,
"DR 08","OAE","SP 334","438,164","438,174","Viaduto","10",,
"DR 08","OAE","SP 334","454,357","454,371","Viaduto","14",,
"DR 08","OAE","SP 334","456,443","456,458","Ponte","15",,
"DR 08","OAE","SP 334","459,219","459,294","Ponte","75",,
"DR 08","OAE","SP 334","460,616","460,627","Ponte","11",,
"DR 08","OAE","SP 334","465,2","465,668","Ponte","468",,
"DR 08","OAE","SP 336","361,927","361,944","Ponte","17",,
"DR 08","OAE","SP 336","362,914","362,923","Ponte","9",,
"DR 08","OAE","SP 336","375,216","375,275","Ponte","59",,
"DR 08","OAE","SP 336","380,612","380,624","Ponte","12",,
"DR 08","OAE","SP 336","396,634","396,645","Ponte","11",,
"DR 08","OAE","SP 338","328,981","329,001","Ponte","20",,
"DR 08","OAE","SP 338","329,385","329,4","Ponte","15",,
"DR 08","OAE","SP 338","330,65","330,664","Ponte","14",,
"DR 08","OAE","SP 345","2,664","2,676","Ponte","12",,
"DR 08","OAE","SP 345","41,942","41,972","Viaduto","30",,
"DR 08","OAE","SP 345","41,952","41,982","Viaduto","30",,
"DR 08","OAE","SP 345","48,885","48,9","Ponte","15",,
"DR 08","OAE","SP 345","59,263","59,263","Viaduto","0",,
"DR 08","OAE","SP 345","63,413","63,483","Ponte","70",,
"DR 08","OAE","SP 345","72,446","72,458","Ponte","12",,
"DR 08","OAE","SP 345","75,103","75,122","Ponte","19",,
"DR 08","OAE","SP 345","79,399","79,412","Ponte","13",,
"DR 08","OAE","SP 345","82,143","82,202","Ponte","59",,
"DR 08","OAE","SP 345","83,341","83,38","Viaduto","39",,
"DR 08","OAE","SP 345","85,167","85,197","Viaduto","30",,
"DR 08","OAE","SP 345","89,056","89,071","Ponte","15",,
"DR 08","OAE","SP 345","90,992","91,004","Ponte","12",,
"DR 08","OAE","SP 345","91,052","91,064","Ponte","12",,
"DR 08","OAE","SP 345","92,918","92,932","Ponte","14",,
"DR 08","OAE","SP 345","95,003","95,017","Ponte","14",,
"DR 08","OAE","SP 345","100,548","100,562","Ponte","14",,
"DR 08","OAE","SP 345","101,45","101,462","Ponte","12",,
"DR 08","OAE","SP 345","101,97","101,983","Ponte","13",,
"DR 08","OAE","SP 345","102,539","102,554","Ponte","15",,
"DR 08","OAE","SP 345","105,85","105,865","Ponte","15",,
"DR 08","OAE","SP 345","108,537","108,551","Ponte","14",,
"DR 08","OAE","SP 345","116,689","116,702","Ponte","13",,
"DR 08","OAE","SP 345","118,546","118,562","Ponte","16",,
"DR 08","OAE","SP 351","2,214","2,23","Ponte","16",,
"DR 08","OAE","SP 351","3,535","3,605","Ponte","70",,
"DR 08","OAE","SP 351","8,38","8,397","Ponte","17",,
"DR 08","OAE","SP 351","8,898","8,91","Ponte","12",,
"DR 08","OAE","SP 351","16,966","16,976","Ponte","10",,
"DR 08","OAE","SP 351","27,908","27,922","Ponte","14",,
"DR 08","OAE","SP 351","37,704","37,724","Ponte","20",,
"DR 08","OAE","SP 351","48,448","48,467","Viaduto","19",,
"DR 08","OAE","SP 351","51,287","51,287","Viaduto","0",,
"DR 08","OAE","SP 351","51,412","51,412","Viaduto","0",,
"DR 08","OAE","SP 351","52,098","52,113","Ponte","15",,
"DR 08","OAE","SP 351","68,019","68,038","Ponte","19",,
"DR 08","OAE","SP 351","69,882","69,901","Ponte","19",,
"DR 08","OAE","SP 351","72,87","72,889","Ponte","19",,
"DR 08","OAE","SP 351","75,978","75,997","Ponte","19",,
"DR 08","OAE","SP 351","86,891","86,939","Viaduto","48",,
"DR 08","OAE","SP 351","88,139","88,289","Viaduto","150",,
"DR 08","OAE","SP 351","88,429","88,445","Ponte","16",,
"DR 08","OAE","SP 351","89,698","89,714","Ponte","16",,
"DR 08","OAE","SP 351","100,561","100,6","Ponte","39",,
"DR 08","OAE","SP 373","118,157","118,179","Ponte","22",,
"DR 08","OAE","SP 373","135,532","135,602","Ponte","70",,
"DR 08","OAE","SP 385","5,528","5,528","Ponte","0",,
"DR 08","OAE","SP 385","12,01","12,04","Viaduto","30",,
"DR 08","OAE","SPA 003/351","3,598","3,613","Ponte","15",,
"DR 08","OAE","SPA 003/351","7,951","7,981","Ponte","30",,
"DR 08","OAE","SPA 098/333","0,396","0,423","Viaduto","27",,
"DR 08","OAE","SPA 098/333","3,136","3,144","Ponte","8",,
"DR 08","OAE","SPA 420/334","10,82","10,832","Ponte","12",,
"DR 08","OAE","SPA 457/334","2,438","2,452","Ponte","14",,
"DR 09","OAE","SP 304","359,751","460,306","Ponte","100555",,
"DR 09","OAE","SP 304","413,077","413,117","Ponte","40",,
"DR 09","OAE","SP 304","438,962","439,071","Ponte","109",,
"DR 09","OAE","SP 304","439,071","439,221","Ponte","150",,
"DR 09","OAE","SP 304","447,859","447,899","Ponte","40",,
"DR 09","OAE","SP 310","455,048","455,078","Viaduto","30",,
"DR 09","OAE","SP 310","463,088","463,1","Viaduto","12",,
"DR 09","OAE","SP 310","463,493","463,502","Viaduto","9",,
"DR 09","OAE","SP 310","467,367","467,386","Ponte","19",,
"DR 09","OAE","SP 310","473,28","473,319","Viaduto","39",,
"DR 09","OAE","SP 310","482,501","482,511","Viaduto","10",,
"DR 09","OAE","SP 310","499,115","499,115","Viaduto","0",,
"DR 09","OAE","SP 310","509,557","509,557","Viaduto","0",,
"DR 09","OAE","SP 320","455,123","455,173","Viaduto","50",,
"DR 09","OAE","SP 320","458,466","458,496","Viaduto","30",,
"DR 09","OAE","SP 320","463,131","463,131","Viaduto","0",,
"DR 09","OAE","SP 320","470,129","470,129","Viaduto","0",,
"DR 09","OAE","SP 320","473,496","473,496","Viaduto","0",,
"DR 09","OAE","SP 320","476,687","476,687","Ponte","0",,
"DR 09","OAE","SP 320","477,601","477,72","Viaduto","119",,
"DR 09","OAE","SP 320","480,878","480,878","Viaduto","0",,
"DR 09","OAE","SP 320","485,014","485,014","Viaduto","0",,
"DR 09","OAE","SP 320","488,491","488,491","Viaduto","0",,
"DR 09","OAE","SP 320","494,016","494,016","Viaduto","0",,
"DR 09","OAE","SP 320","498,253","498,263","Viaduto","10",,
"DR 09","OAE","SP 320","500,704","500,704","Viaduto","0",,
"DR 09","OAE","SP 320","510,059","510,099","Viaduto","40",,
"DR 09","OAE","SP 320","513,501","513,501","Viaduto","0",,
"DR 09","OAE","SP 320","518,036","518,086","Viaduto","50",,
"DR 09","OAE","SP 320","518,82","518,82","Passarela","Não se aplica*","-20,409743","-49,970914"
"DR 09","OAE","SP 320","521,211","521,261","Viaduto","50",,
"DR 09","OAE","SP 320","524,576","524,586","Viaduto","10",,
"DR 09","OAE","SP 320","528,519","528,519","Viaduto","0",,
"DR 09","OAE","SP 320","532,72","532,72","Viaduto","0",,
"DR 09","OAE","SP 320","540,468","540,468","Viaduto","0",,
"DR 09","OAE","SP 320","541,727","541,755","Ponte","28",,
"DR 09","OAE","SP 320","546,654","546,654","Viaduto","0",,
"DR 09","OAE","SP 320","549,374","549,374","Viaduto","0",,
"DR 09","OAE","SP 320","550,35","550,388","Viaduto","38",,
"DR 09","OAE","SP 320","551,792","551,792","Passarela","Não se aplica*","-20,272891","-50,246586"
"DR 09","OAE","SP 320","553,669","553,669","Viaduto","0",,
"DR 09","OAE","SP 320","562,21","562,21","Viaduto","0",,
"DR 09","OAE","SP 320","568,211","568,249","Viaduto","38",,
"DR 09","OAE","SP 320","571,57","571,57","Viaduto","0",,
"DR 09","OAE","SP 320","574,641","574,641","Viaduto","0",,
"DR 09","OAE","SP 320","578,625","578,625","Viaduto","0",,
"DR 09","OAE","SP 320","581,048","581,058","Viaduto","10",,
"DR 09","OAE","SP 320","582,737","582,787","Viaduto","50",,
"DR 09","OAE","SP 320","583,617","583,626","Viaduto","9",,
"DR 09","OAE","SP 320","583,626","583,626","Viaduto","0",,
"DR 09","OAE","SP 320","584,951","585,04","Viaduto","89",,
"DR 09","OAE","SP 320","591,373","591,373","Viaduto","0",,
"DR 09","OAE","SP 320","593,687","593,687","Viaduto","0",,
"DR 09","OAE","SP 320","597,949","598,026","Viaduto","77",,
"DR 09","OAE","SP 320","599,018","599,018","Viaduto","0",,
"DR 09","OAE","SP 320","604,926","604,926","Viaduto","0",,
"DR 09","OAE","SP 320","609,558","609,558","Viaduto","0",,
"DR 09","OAE","SP 320","614,219","614,219","Viaduto","0",,
"DR 09","OAE","SP 320","616,748","616,748","Viaduto","0",,
"DR 09","OAE","SP 320","619,589","619,609","Viaduto","20",,
"DR 09","OAE","SP 320","619,609","619,628","Viaduto","19",,
"DR 09","OAE","SP 320","620,68","620,73","Viaduto","50",,
"DR 09","OAE","SP 320","622,704","622,704","Passarela","Não se aplica*","-20,194309","-50,915304"
"DR 09","OAE","SP 320","623,731","623,78","Viaduto","49",,
"DR 09","OAE","SP 320","626,269","626,298","Viaduto","29",,
"DR 09","OAE","SP 320","627,263","627,383","Ponte","120",,
"DR 09","OAE","SP 320","633,599","633,599","Viaduto","0",,
"DR 09","OAE","SP 320","637,389","638,605","Ponte","1216",,
"DR 09","OAE","SP 321","445,828","445,858","Ponte","30",,
"DR 09","OAE","SP 321","448,45","448,48","Ponte","30",,
"DR 09","OAE","SP 322","561,993","562,023","Ponte","30",,
"DR 09","OAE","SP 322","568,761","568,781","Ponte","20",,
"DR 09","OAE","SP 322","589,866","590,071","Ponte","205",,
"DR 09","OAE","SP 322","598,617","598,687","Ponte","70",,
"DR 09","OAE","SP 377","0,387","0,406","Ponte","19",,
"DR 09","OAE","SP 377","8,594","8,614","Viaduto","20",,
"DR 09","OAE","SP 379","11,786","11,826","Ponte","40",,
"DR 09","OAE","SP 379","17,905","17,954","Ponte","49",,
"DR 09","OAE","SP 379","26,249","26,279","Ponte","30",,
"DR 09","OAE","SP 379","39,943","39,973","Ponte","30",,
"DR 09","OAE","SP 423","29,565","29,585","Ponte","20",,
"DR 09","OAE","SP 425","170,555","170,585","Viaduto","30",,
"DR 09","OAE","SP 425","170,555","170,585","Viaduto","30",,
"DR 09","OAE","SP 425","174,562","174,562","Viaduto","0",,
"DR 09","OAE","SP 425","176,13","176,13","Viaduto","0",,
"DR 09","OAE","SP 425","178,535","178,565","Viaduto","30",,
"DR 09","OAE","SP 425","178,545","178,585","Viaduto","40",,
"DR 09","OAE","SP 425","182,185","182,215","Viaduto","30",,
"DR 09","OAE","SP 425","182,195","182,224","Viaduto","29",,
"DR 09","OAE","SP 425","183,443","183,443","Viaduto","0",,
"DR 09","OAE","SP 425","183,473","183,473","Viaduto","0",,
"DR 09","OAE","SP 425","184,5","184,56","Viaduto","60",,
"DR 09","OAE","SP 425","184,51","184,56","Viaduto","50",,
"DR 09","OAE","SP 427","8,508","8,524","Ponte","16",,
"DR 09","OAE","SP 427","13,61","13,639","Ponte","29",,
"DR 09","OAE","SP 427","28,669","28,725","Ponte","56",,
"DR 09","OAE","SP 461","94,771","94,801","Viaduto","30",,
"DR 09","OAE","SP 461","94,791","94,821","Viaduto","30",,
"DR 09","OAE","SP 461","111,886","111,939","Ponte","53",,
"DR 09","OAE","SP 461","113,964","113,994","Ponte","30",,
"DR 09","OAE","SP 461","117,352","117,372","Ponte","20",,
"DR 09","OAE","SP 461","123,271","123,285","Viaduto","14",,
"DR 09","OAE","SP 461","124,952","124,992","Viaduto","40",,
"DR 09","OAE","SP 461","125,849","125,899","Ponte","50",,
"DR 09","OAE","SP 461","125,969","125,989","Ponte","20",,
"DR 09","OAE","SP 461","129,958","129,988","Ponte","30",,
"DR 09","OAE","SP 461","130,824","130,837","Ponte","13",,
"DR 09","OAE","SP 461","143,252","143,302","Ponte","50",,
"DR 09","OAE","SP 461","155,368","155,382","Ponte","14",,
"DR 09","OAE","SP 461","160,33","160,35","Ponte","20",,
"DR 09","OAE","SP 461","161,522","161,532","Ponte","10",,
"DR 09","OAE","SP 461","161,661","161,675","Ponte","14",,
"DR 09","OAE","SP 461","164,435","164,449","Ponte","14",,
"DR 09","OAE","SP 463","121,948","122,014","Ponte","66",,
"DR 09","OAE","SP 463","129,542","129,579","Viaduto","37",,
"DR 09","OAE","SP 463","148,044","148,054","Ponte","10",,
"DR 09","OAE","SP 463","185,398","185,448","Ponte","50",,
"DR 09","OAE","SP 479","34,788","34,828","Ponte","40",,
"DR 09","OAE","SP 479","39,932","39,952","Ponte","20",,
"DR 09","OAE","SP 479","46,126","46,194","Ponte","68",,
"DR 09","OAE","SP 527","28,269","28,285","Ponte","16",,
"DR 09","OAE","SP 543","606,681","606,69","Ponte","9",,
"DR 09","OAE","SP 543","607,005","607,456","Ponte","451",,
"DR 09","OAE","SP 557","16,595","16,631","Ponte","36",,
"DR 09","OAE","SP 563","309,976","310,006","Ponte","30",,
"DR 09","OAE","SP 563","338,393","338,433","Ponte","40",,
"DR 09","OAE","SP 563","347,753","347,783","Ponte","30",,
"DR 09","OAE","SP 563","349,601","349,631","Ponte","30",,
"DR 09","OAE","SP 595","90,765","90,787","Ponte","22",,
"DR 09","OAE","SP 595","93,223","93,232","Ponte","9",,
"DR 09","OAE","SP 595","98,806","98,815","Ponte","9",,
"DR 09","OAE","SP 595","100,364","100,803","Ponte","439",,
"DR 09","OAE","SP 595","102,806","102,816","Ponte","10",,
"DR 09","OAE","SP 595","108,358","108,367","Ponte","9",,
"DR 09","OAE","SP 595","108,704","108,724","Viaduto","20",,
"DR 09","OAE","SP 595","116,979","116,999","Ponte","20",,
"DR 09","OAE","SPA 024/379","1,186","1,205","Ponte","19",,
"DR 09","OAE","SPA 164/461","0,17","0,198","Ponte","28",,
"DR 09","OAE","SPA 169/463","1,147","1,156","Ponte","9",,
"DR 09","OAE","SPA 171/425","2,085","2,094","Ponte","9",,
"DR 09","OAE","SPA 364/310","2,602","2,63","Ponte","28",,
"DR 09","OAE","SPA 364/310","7,06","7,06","Passarela","Não se aplica*","-21,236309","-48,810063"
"DR 09","OAE","SPA 364/310","7,341","7,371","Viaduto","30",,
"DR 09","OAE","SPA 364/310","7,351","7,371","Viaduto","20",,
"DR 09","OAE","SPA 375/310","8,551","8,561","Ponte","10",,
"DR 09","OAE","SPA 395/310","0","0,027","Viaduto","27",,
"DR 09","OAE","SPA 402/310","0","0,049","Viaduto","49",,
"DR 09","OAE","SPA 423/310","0","0,054","Viaduto","54",,
